"Fri Sep 25 05:28:52 +0000 2015","647281594353516544","647281594353516544","Jack Ma: Alibaba is still growing despite China's slowing economy #Facebook #android #app go to http://t.co/NrXa2OIzfS","3299794136","3299794136","Andre Abouzzaty","andrebuklaw","Anfa, Grand Casablanca","false","false","818","306","62","29","44613","Tue Jul 28 18:45:30 +0000 2015","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443158932661"
"Fri Sep 25 05:28:53 +0000 2015","647281596421283840","647281596421283840","Alibaba's Jack Ma Talks Yahoo Deal, Role of Entrepreneurship With Jerry Yang #Facebook #android #app go to http://t.co/NrXa2OIzfS","3299794136","3299794136","Andre Abouzzaty","andrebuklaw","Anfa, Grand Casablanca","false","false","818","306","62","29","44614","Tue Jul 28 18:45:30 +0000 2015","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443158933154"
"Fri Sep 25 05:28:53 +0000 2015","647281597893476352","647281597893476352","Alibaba employs smart timing for new watch #Facebook #android #app go to http://t.co/NrXa2OIzfS","3299794136","3299794136","Andre Abouzzaty","andrebuklaw","Anfa, Grand Casablanca","false","false","818","306","62","29","44615","Tue Jul 28 18:45:30 +0000 2015","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443158933505"
"Fri Sep 25 05:29:01 +0000 2015","647281631204626432","647281631204626432","RT @youfunnyb: Android vs iPhone #youfunnyb http://t.co/waLwS8fyzj","312457138","312457138","Senora laquinta","Vivalaquintaa","north carolina","false","false","14067","5677","80","2009","103528","Tue Jun 07 04:40:30 +0000 2011","-18000","Quito","true","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443158941447"
"Fri Sep 25 05:29:03 +0000 2015","647281638951546880","647281638951546880","Eu coletei 143,310 moedas de ouro!  http://t.co/A7StOETf4a #android, #androidgames, #gameinsightBR","178752417","178752417","tacila maria","taccila","brazil","false","false","5","15","0","0","3809","Sun Aug 15 16:06:21 +0000 2010","-10800","Brasilia","false","pt","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","pt","1443158943294"
"Fri Sep 25 05:29:06 +0000 2015","647281652901806080","647281652901806080","Pakai Android dan suka jual beli barang? Ini aplikasi yang cocok untuk kamu http://t.co/TEMO9gGPuS http://t.co/3lZGdyfXTG","18712433","18712433","Gadget Indonesia","bbcommunity","Indonesia","false","false","372632","374","838","892","182022","Wed Jan 07 05:40:55 +0000 2009","25200","Jakarta","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443158946620"
"Fri Sep 25 05:29:13 +0000 2015","647281680412049408","647281680412049408","RT @GadgetGaul: Masih ingat hTC Dream? Jadi ini hape Android pertama yg rilis di pasaran. Tujuh tahun yg lalu :)) http://t.co/jSpZAHwkPA","405519673","405519673","Bacud","bacudcadeel","Gresik, Jawa Timur","false","false","52","263","0","14","228","Sat Nov 05 12:36:11 +0000 2011","-25200","Pacific Time (US & Canada)","false","id","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","in","1443158953179"
"Fri Sep 25 05:29:18 +0000 2015","647281703875055621","647281703875055621","I've harvested 17 of food!  http://t.co/CJEUEG1iC9 #android, #androidgames, #gameinsight","1612318465","1612318465","Adnez Syahrozi","AdnezSyahrozi","Surabaya","false","false","55","75","2","0","149","Mon Jul 22 07:53:38 +0000 2013","25200","Jakarta","true","id","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443158958773"
"Fri Sep 25 05:29:24 +0000 2015","647281729187774464","647281729187774464","Amazon launches Japan video service #Facebook #android #app go to http://t.co/NrXa2OIzfS","3299794136","3299794136","Andre Abouzzaty","andrebuklaw","Anfa, Grand Casablanca","false","false","818","306","62","29","44617","Tue Jul 28 18:45:30 +0000 2015","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443158964808"
"Fri Sep 25 05:29:25 +0000 2015","647281731075227648","647281731075227648","Here's What's Coming to Amazon Prime in October #Facebook #android #app go to http://t.co/NrXa2OIzfS","3299794136","3299794136","Andre Abouzzaty","andrebuklaw","Anfa, Grand Casablanca","false","false","818","306","62","29","44618","Tue Jul 28 18:45:30 +0000 2015","-25200","Pacific Time (US & Canada)","false","en","false","false","null","null","null","null","null","null","null","null","null","null","null","null","0","0","false","false","false","low","en","1443158965258"
